# generated: model=plummer N=65536 seed=2026 G=1.0 Mtot=10.0 Rscale=2.0
 2.6278582346e+00  1.7148828059e+00 -1.1721857689e+00   -8.2758338069e-01 -4.2120021743e-01 -2.5896034122e-01    1.5258789062e-04
 2.0450094507e+00  1.3087651103e-01 -2.2780347711e+00    1.1457328339e+00 -3.4285491998e-01 -4.7825025650e-01    1.5258789062e-04
-1.4773108894e+00  1.6389042905e-01  9.2373291953e-01   -2.0488681452e-01 -2.7005392874e-01  6.7901040711e-02    1.5258789062e-04
 1.2251118212e+00  8.4085434539e-01 -4.4356797103e-01    5.7273305185e-01  3.7571491080e-01 -1.1677390511e-01    1.5258789062e-04
-2.0346967277e+00  1.5824301408e+00  1.0145347633e+00   -1.8090718875e-01 -2.5661116554e-01  5.8173939396e-01    1.5258789062e-04
 1.4627802291e-02 -1.6279124204e-01 -8.3481598441e-01   -4.8396206516e-02 -1.2880228553e-01  1.2277148996e-01    1.5258789062e-04
-5.8020775105e-01 -1.1188201163e+00 -4.1191537278e-01   -7.4771305098e-01 -8.0876609115e-01 -4.8553728073e-01    1.5258789062e-04
-2.8111313205e+00  2.2632712369e+00 -1.5964337395e+00   -4.2810212512e-01 -1.5553615340e-01  8.9130524534e-02    1.5258789062e-04
-7.9622571920e-01  2.9136273362e-01 -3.5957861542e+00    1.7298444421e-01  3.0461984487e-01 -2.6082679777e-01    1.5258789062e-04
 6.2492861682e-01 -8.3725566730e-02 -8.6989290205e-03    1.2650368030e+00  4.3476687868e-01 -1.5953066008e+00    1.5258789062e-04
-3.2082161485e-01 -8.0399562765e-01  9.6878915899e-01   -1.3032130947e+00 -1.5748797094e+00 -9.6947166963e-01    1.5258789062e-04
 2.0334675211e+00 -3.9732782904e-01  2.4900592838e+00    1.1759494424e+00 -1.1617340179e+00 -8.1804392488e-02    1.5258789062e-04
 1.9458326877e+00 -5.7941468540e-01 -8.5554277344e-01   -1.8537526620e-01  4.5229249764e-01  1.1313706704e+00    1.5258789062e-04
-2.1294556605e+00  5.3533944991e-01 -2.1684460148e+00   -5.3635140992e-01  6.1958460225e-01 -8.8394067078e-01    1.5258789062e-04
 7.4267889910e-01 -7.5139602998e-01 -4.8691661502e-01    7.4863628291e-01  5.8470915571e-01 -1.2074732333e+00    1.5258789062e-04
 4.9645304767e+00  2.7248835719e+00 -2.5473356018e+00    1.7958869913e-01  4.5138119935e-01  1.9292052128e-01    1.5258789062e-04
-8.2554147708e-01  1.1123145283e+00 -9.2538226654e-01   -1.0225210540e+00 -2.5307948882e-01  3.3211809455e-01    1.5258789062e-04
-8.1578197310e-01  1.8419652900e+00  5.4093599305e-01    1.7444522621e-01 -2.1300369086e-01 -1.2285134405e+00    1.5258789062e-04
-2.1434943681e+00 -8.7900013527e-01  5.7721412190e-01   -6.2151159904e-01  5.9946921635e-02  1.5282721401e+00    1.5258789062e-04
-8.0637375368e-01  1.9343737256e+00 -2.2942078550e+00    1.2998093971e-01  1.8482367020e-01 -2.4425304160e-01    1.5258789062e-04
-1.2383736195e+01 -1.1173843488e+01 -4.9944739830e+00    3.8117708761e-02  3.2781205787e-01 -2.4776257858e-01    1.5258789062e-04
-1.2790909343e+00  6.2809921486e-01 -4.2867346841e-01   -3.0035638152e-01  1.0921627323e+00 -1.2731960417e+00    1.5258789062e-04
-1.2156876812e+00 -3.1556559135e-01  3.6307767432e-01   -2.0304640306e-01 -7.5073138470e-02 -8.8030674686e-01    1.5258789062e-04
 6.0666461343e-01 -9.8672558787e-01 -4.1273183500e-01    1.0798107700e+00 -2.5125061418e-01  5.4279706865e-01    1.5258789062e-04
 2.3117464143e+00 -3.5117211030e+00 -1.9581653083e+00   -4.8185067127e-01  2.3000777603e-01  3.3439698022e-01    1.5258789062e-04
 2.0263922718e+00  5.3829096199e-01  1.5810385237e-01   -9.6280236442e-02 -2.3637917806e-02 -3.5479909736e-02    1.5258789062e-04
 7.4629442810e+00 -2.3898462851e+00  3.9388681724e+00   -1.6099693004e-01 -3.8021284331e-01 -2.5841703335e-01    1.5258789062e-04
-7.0666244067e-01 -3.9610878530e-01  3.6576796464e-01    5.7206456036e-01 -5.5355796464e-01 -9.0668881884e-02    1.5258789062e-04
 1.9366993257e+00  1.4551752979e+00  1.3148160141e+00   -1.4311832919e-01  1.2807188707e-02 -1.7593082726e-01    1.5258789062e-04
-3.4425513799e+00 -1.5386980485e+00 -2.3444672782e+00   -9.0323623075e-01 -4.5312643506e-01  7.7749479708e-01    1.5258789062e-04
-2.7177871252e-01 -8.4769509274e-01  2.4814915450e+00    1.1226135094e+00 -3.8741536319e-01 -9.5423413615e-01    1.5258789062e-04
 1.3218025713e+00  1.7001072766e+00  4.6443584165e-01   -6.5098169397e-01 -3.0200235998e-01  6.6475372335e-01    1.5258789062e-04
 2.6380647014e+00 -4.7530216354e-01 -4.4264042958e+00    1.8850717219e-01 -6.1610989652e-01 -4.5085490114e-01    1.5258789062e-04
-7.9047555680e-01  1.7932708912e+00  1.7905915755e+00   -1.5181848267e+00 -6.4791856607e-01  5.5854510685e-01    1.5258789062e-04
-4.9404979633e+00  4.1501924301e+00 -4.2098905949e+00   -1.8769595332e-01  3.8813674233e-02 -4.3447567121e-02    1.5258789062e-04
 4.1809557861e-01  7.9356157914e-01 -1.3089819869e+00   -1.7578590230e+00 -2.4378206591e-01  3.5948586209e-01    1.5258789062e-04
 1.0354753846e+00 -2.7901596045e+00 -9.5277790293e-01   -7.9725487746e-01  9.5349478140e-01  1.2355411974e-01    1.5258789062e-04
-3.1094569101e+00  1.5605451788e-02 -1.3014444304e+00    7.3893264511e-01  2.6120140465e-01 -1.0673636206e+00    1.5258789062e-04
-4.2905210076e+00 -4.3432007061e+00  4.7202923218e+00   -2.6608044515e-01  9.4670271453e-01  5.5230696699e-01    1.5258789062e-04
 3.4906857311e-01 -5.3469511071e-01 -7.9111911943e-01   -4.8224334422e-01  1.6814424529e+00 -4.1226205148e-02    1.5258789062e-04
 3.2450897229e+00  2.7220946178e+00  2.7956599520e+00    2.4027029582e-01 -6.2245012210e-01  3.0159214965e-01    1.5258789062e-04
 1.7250767942e+00  3.0873412530e+00 -1.1656917533e+00   -8.5000291575e-01  1.1870590742e+00  1.7260892354e-01    1.5258789062e-04
 6.0896817683e+00  7.9710758809e-01  4.1782062242e-01   -2.1703280943e-03  1.1893627723e+00 -2.1964035623e-01    1.5258789062e-04
-8.3686202913e-01  2.6676017989e+00 -1.5649036309e+00    1.9574447430e-01  1.0875950560e+00 -3.8983546177e-01    1.5258789062e-04
 9.5945500888e-01  8.2980998496e-01  2.0307386942e+00    8.3796992182e-01 -7.7818850171e-01  3.5960026231e-01    1.5258789062e-04
 4.7326806263e+00 -6.3037601061e-01 -1.2339709319e+00   -7.4653930329e-01  7.3754602942e-01  8.2613781959e-01    1.5258789062e-04
-1.2344935674e+00  6.2659504923e-01 -1.0823467551e+00   -5.4058152422e-01 -4.7128451169e-01 -7.4422423320e-01    1.5258789062e-04
 8.0605039625e-01  4.7238977656e-02 -1.2473114873e-01   -1.0542806396e-02 -9.3960672716e-01 -7.8835585423e-01    1.5258789062e-04
 2.1413424242e+00  3.6588688802e+00  9.6448030183e-01   -8.0733625699e-04 -9.4771552736e-01  8.3968223538e-02    1.5258789062e-04
-3.5997922700e+00  8.8284632709e-02 -3.7508856711e+00   -5.0400157289e-01  5.9127029515e-01  8.2045359293e-02    1.5258789062e-04
 9.8671876888e-01  2.6289829004e+00 -4.7067854192e+00    7.3685536852e-02  1.4798227966e-02  6.1688532055e-01    1.5258789062e-04
 1.6951693536e+00 -1.4796279321e+00  7.2460853390e-01    1.4945693975e+00 -4.8875613585e-01 -5.7527610475e-01    1.5258789062e-04
 2.1505763703e+00 -1.7528743735e-01 -3.5646803740e+00   -1.3381970689e-01 -1.9600006278e-01 -1.7235654647e-01    1.5258789062e-04
-9.9712510399e-01 -6.1219742993e-01  3.8017682736e+00   -8.0506572101e-01  5.9517561405e-01  1.0599001340e+00    1.5258789062e-04
 1.3692480774e+00  1.0788396077e+00  2.1216127723e-01    8.1256358581e-01 -9.5468593596e-01  1.5987776367e+00    1.5258789062e-04
-3.1979619519e+00  3.1076742669e+00  8.4347596356e-01   -1.8451860895e-01  1.0902719910e-01  7.2680332886e-02    1.5258789062e-04
 5.7111345324e+00 -7.4914622929e+00 -8.5868675675e+00   -7.5190183028e-02 -9.0277261745e-02  6.7318267927e-02    1.5258789062e-04
-1.4982747106e+00 -7.8128566051e-01 -1.0751376628e+00   -7.5183069600e-02  1.9416174688e-01  2.0123697304e-01    1.5258789062e-04
 1.4980144082e+00  5.9543186680e-01 -5.4673167747e-01   -4.8525562141e-01 -8.9000115499e-01  8.0748888456e-01    1.5258789062e-04
 1.9128005356e+00 -1.8389374366e+00 -1.4812618161e+00   -1.0874854251e-01  9.2993759187e-01 -1.6449241841e+00    1.5258789062e-04
-4.7459026414e+00  3.5697275408e+00 -2.9938134012e+00    6.4752837236e-01 -5.0263744512e-02  6.4614030045e-01    1.5258789062e-04
 9.5158904466e-01  1.3697763258e+00  2.7129787364e+00    4.8503293690e-01  5.0474145519e-01 -2.6917064441e-01    1.5258789062e-04
 1.2960221176e+01 -4.2237102135e+00  3.0308839116e+00   -4.3173439663e-02  2.1238617203e-01  5.8677581560e-01    1.5258789062e-04
 5.1447150222e+00  6.7179977213e+00 -9.4784395582e-01   -2.2394277386e-01 -3.5682830900e-01 -5.1912018093e-02    1.5258789062e-04
 1.5214137426e+00  2.0149412297e+00 -3.0501937113e+00    1.6346732844e-01  7.5926052969e-02 -2.6595691955e-01    1.5258789062e-04
 3.2551806142e+00 -7.7782063871e-01  2.0197945537e+00    3.2863889712e-01 -5.9248612920e-01  8.9825312975e-01    1.5258789062e-04
-1.0421107951e+00 -8.1958681007e-01 -3.3041386506e-01    2.1098421649e-01 -8.1375628357e-01  1.0716193365e+00    1.5258789062e-04
 7.0385766768e-01 -1.5878079734e+00  8.7039176160e-01   -1.0491530907e+00  8.1113318433e-01  7.3737891036e-01    1.5258789062e-04
 1.4417860441e+00 -4.8287193046e+00 -1.0424033453e+00    2.7838478281e-02  6.6951605569e-02  7.2189211268e-01    1.5258789062e-04
-1.1445659684e+00 -1.7163054523e+00  7.0481586503e-01    4.1244791673e-01  1.5767616627e-01  9.7155121639e-02    1.5258789062e-04
-7.7564430692e-01 -4.5081311311e-01 -1.2661470903e+00   -6.3212435671e-01  9.9523930321e-01  1.2487915923e+00    1.5258789062e-04
-1.3116115249e-01 -6.8691707073e-01 -5.1608310068e-01   -6.0159472845e-01  5.6237203900e-01  1.5718045138e+00    1.5258789062e-04
 1.2368421060e+00  8.3961028965e-01 -2.8600413524e-01   -3.4045636113e-01  1.3388276024e+00 -3.9326785732e-01    1.5258789062e-04
-2.1932360855e+00 -1.4053586707e+00 -1.5153098435e+00    4.6397018642e-01 -3.9779991419e-01 -7.7764924199e-01    1.5258789062e-04
 5.1530100121e+00  4.7078669280e+00  5.0239549251e+00    1.6037852456e-01  5.8575932962e-02  1.6151048077e-02    1.5258789062e-04
 4.4745937154e-01  1.4496053689e+00 -1.5264747183e+00   -1.0584265271e-01  3.2067089845e-01 -7.4704728892e-03    1.5258789062e-04
-3.1163743971e+00  3.6541198425e+00 -6.9408242007e-01   -5.4181997678e-02  5.5916465415e-02 -6.5373732620e-03    1.5258789062e-04
 6.3412385285e-01 -2.9618770857e-01 -9.3634021320e-01    7.7375266205e-02  1.0542644383e+00 -1.4729703988e+00    1.5258789062e-04
 1.5842843997e+00 -5.0500867002e+00 -8.4265791587e-01    7.9278086675e-01  9.1092820537e-01  1.2479650665e-01    1.5258789062e-04
 7.4215377923e+00  1.9727921751e+00 -4.3294538663e+00   -9.0695375211e-01 -2.8990779311e-02 -2.1875704309e-01    1.5258789062e-04
 4.8128663967e-01  2.5304478505e+00 -5.1151185043e-01   -7.9301375391e-01 -2.0352852416e-01 -1.9307833867e-04    1.5258789062e-04
 1.7221890884e-01 -1.7015576710e+00 -1.6925922893e+00    6.7479813160e-01  1.3556899840e+00 -2.7223468589e-01    1.5258789062e-04
 7.4816788981e+00  2.0197705252e+00  3.0541876613e-01    2.6340653389e-01 -2.8617395761e-01  3.0348093706e-01    1.5258789062e-04
-1.1612363984e+00  2.0511941112e-01 -1.0126013887e+00    3.7675665272e-02 -4.9496965118e-02  3.0980565038e-01    1.5258789062e-04
 1.7816309439e+00  5.3529406711e+00  6.2196790016e+00   -2.1020360569e-01 -1.1519602176e-01 -1.4578330810e-01    1.5258789062e-04
 8.1229409522e+00 -1.1892908388e+00 -3.8858616746e-01    1.8127196109e-01 -3.5977997740e-01 -2.6157195417e-01    1.5258789062e-04
 1.0935585735e+00  8.9602745234e+00  7.4034735721e+00   -5.5106585973e-01 -3.8187461840e-01 -2.3134330601e-01    1.5258789062e-04
-6.2406356040e+00 -3.1350953996e+00 -1.1835140263e+00   -3.9030084624e-01  5.7926219701e-01 -1.7282447495e-01    1.5258789062e-04
 5.3117707445e-01 -2.6165525288e+00 -5.6232010526e-01    7.9375594603e-01 -5.7906965216e-01  7.6058978770e-01    1.5258789062e-04
 5.8557196521e-01  3.5791765950e+00  7.8146410506e-01   -1.9859270649e-01  2.7323403219e-01 -9.4709560705e-01    1.5258789062e-04
-7.0719364382e-01 -8.5878253525e-01  2.5315264384e+00   -1.7737396639e-01  5.9409140101e-01  3.0183295370e-01    1.5258789062e-04
 6.3159393082e-01 -1.4152412375e+00 -9.2459148746e-01   -8.3344608572e-01  2.9055232373e-01 -1.2867296275e+00    1.5258789062e-04
 1.9188547232e+01 -1.5104788440e+01  6.2493337105e+00    3.7546899892e-01 -4.3633380449e-02 -1.3236235853e-01    1.5258789062e-04
-1.6428503405e-01  3.0723563523e-02  5.8430157931e-01   -2.0800228294e+00 -7.8004946537e-01 -1.1846336656e-01    1.5258789062e-04
-2.7976953896e-01 -1.3460939521e+00 -8.7275494278e-01   -5.0057655102e-01  1.4072077076e+00  5.3143954918e-01    1.5258789062e-04
 2.3853134987e+00  8.4707481952e-01  8.5155837428e+00   -9.7059293221e-02  6.1769993353e-02  2.0959899374e-01    1.5258789062e-04
 9.6599388769e+00 -6.9144836894e-01 -5.1850826561e+00   -4.7326305916e-01  2.2225178392e-01 -1.3140056119e-01    1.5258789062e-04
-7.2305040365e-01  1.5753130433e+00  4.9503588938e-02    1.8897734275e-01  6.5368549519e-01  4.6956888127e-01    1.5258789062e-04
-1.0638504045e+02 -7.7208868418e+01 -1.0201617177e+02   -1.8601061705e-01  3.9893556191e-02 -1.3024639377e-01    1.5258789062e-04
-1.2979590715e+00 -4.9731691502e+00 -7.2913019598e-01   -5.1230167959e-01 -1.4748087115e-01 -5.2577980082e-01    1.5258789062e-04
-5.5272557872e-01 -2.7670716556e+00 -3.7263565528e+00    9.3363811745e-01 -3.2431010915e-01  2.8818098757e-01    1.5258789062e-04
-7.6683110171e-01  1.0276031650e-01  2.8703889270e+00   -2.2645806100e-01 -2.8072621064e-01 -7.6252442151e-01    1.5258789062e-04
-1.1113230228e+00  1.6245212171e+00 -9.0917933759e-01    1.2861303655e+00 -1.3672411616e+00 -4.0380276463e-01    1.5258789062e-04
 1.8865348791e-02 -3.6559208534e-02 -4.3270571819e-01   -8.4537799658e-01 -1.2518057071e+00 -8.8012684372e-01    1.5258789062e-04
-1.2173494867e+00  1.5101782446e+00 -6.8441339620e-01    6.3310133181e-01  2.8097199449e-01  1.1449042434e-01    1.5258789062e-04
-8.6683655190e-01 -7.0126369227e-01 -1.7658254608e+00   -5.9878246043e-01 -1.3320528172e-01  6.2687004114e-01    1.5258789062e-04
 2.8611664452e-01 -7.8483906322e-01 -4.6964989656e-01   -4.3304593749e-01 -6.9667886107e-01  8.2863455317e-01    1.5258789062e-04
-6.1330581995e-01  2.3310829781e-01  7.2640357633e-01   -4.5873583314e-01  1.9229260640e+00 -2.4728141414e-01    1.5258789062e-04
 1.3404665391e+00  3.7323252968e-01  9.0617293252e-01    5.7869072791e-01  2.9476570871e-01 -4.1825389031e-01    1.5258789062e-04
 8.4390414572e-01 -8.1691036200e-01  2.2890563072e+00   -9.4963866324e-01  3.4407889584e-01  7.5035724885e-01    1.5258789062e-04
-3.3691033265e+00  2.7935186517e-01  3.1759236982e+00   -5.6919733745e-01 -6.0111652517e-01  9.2144781271e-02    1.5258789062e-04
 1.2014654854e+00  2.8213345468e+00  2.2087543433e-01   -2.9710401795e-02  1.1904042911e-01  6.1569155627e-01    1.5258789062e-04
 1.1362236234e+00 -2.1388857228e+00 -1.4181206027e+00   -1.7572992053e+00 -7.0804254226e-01 -3.1788901581e-01    1.5258789062e-04
-4.8787682976e+00  5.7955286386e-01  6.1956658992e-01    6.7799416503e-02 -1.2251456948e-01 -5.0648240608e-01    1.5258789062e-04
-3.8270221521e+00 -3.8008742928e+00  2.3101132993e+00    1.6350789921e-01  4.3508284904e-02  3.6697891991e-01    1.5258789062e-04
 7.8501458799e-01 -8.4648365011e-02  2.1954246190e+00    9.1212714000e-01 -1.2825195512e-01 -1.4501673753e-01    1.5258789062e-04
-3.8866541587e-01 -3.0831820857e-01 -3.1518086186e+00    1.0275718631e+00 -1.9556184270e-01  8.9553406108e-01    1.5258789062e-04
 1.6496849079e-02  8.2412733423e+00  1.8255258356e+00    2.6232820866e-01  2.8695147693e-01  1.4988368897e-01    1.5258789062e-04
-6.1387530737e-02  6.4609807901e-01 -7.1114153778e-01   -8.6870477563e-01 -1.5333594134e+00 -2.4933852659e-01    1.5258789062e-04
 1.8885718755e+00  8.0288870684e-01  2.4363210978e+00   -7.0385521237e-01 -6.9020641818e-02  1.0405448568e+00    1.5258789062e-04
 3.6813369324e-01 -4.0163583420e+00  2.3307218608e+00    2.6834761409e-02 -1.1540035295e-01 -2.9558724140e-02    1.5258789062e-04
 2.0060963430e+00 -9.8437097535e-01 -4.5898128338e-01   -5.9601708853e-01 -5.4820467150e-01  8.7129134225e-01    1.5258789062e-04
-1.9107387526e+00 -3.9017119964e+00 -1.9347993426e-01    4.7125385364e-01  5.0823759241e-01 -1.9387728433e-01    1.5258789062e-04
 3.7154249862e+00 -4.2044515703e+00  9.2478590571e-01   -6.6716772822e-01 -1.7670021358e-01  2.7839677058e-01    1.5258789062e-04
 2.2065733080e+00 -3.9175741224e+00 -3.0501544376e-01    7.0406657822e-01 -8.6870053939e-01 -4.9522021086e-01    1.5258789062e-04
-1.6322564048e+00 -2.2594832579e+00  1.3251223096e-01    2.8859464394e-01  5.3554266141e-01  1.0605303176e+00    1.5258789062e-04
-3.7422454940e+00  1.6604013032e+00 -6.1731715412e-02   -1.7772029838e-01 -8.8929840950e-02  5.8038070405e-02    1.5258789062e-04
 2.6795034022e+00 -2.0387275413e+00  2.0285447922e+00   -5.0977190014e-01  9.2056359809e-01  7.4191010379e-01    1.5258789062e-04
-9.6655673712e-01  1.7347770770e+00  7.4287455098e-01    5.6064764994e-01  3.2999515913e-01  6.6790607765e-01    1.5258789062e-04
 2.2059886735e-01 -5.2236390873e-01 -4.5372283611e-02   -8.5728660004e-01  3.7873136206e-01  6.8855020951e-01    1.5258789062e-04
 6.5771591590e+00 -8.2987468806e+00 -1.4118390653e+00    3.1197249463e-02 -6.3294502349e-01 -3.5327027957e-01    1.5258789062e-04
-1.9852925031e+00 -1.1346485921e+00 -9.3335000514e-01   -7.3882375659e-01  1.1991334897e+00  4.3161552617e-01    1.5258789062e-04
-2.7104358604e-01 -5.3510782164e-01 -1.6999960727e+00   -1.1149710001e+00  1.2333816564e+00  1.0751086759e+00    1.5258789062e-04
 1.2764125068e+00  6.5184976569e-01  7.4670162930e-01   -2.9142892349e-01 -4.0554822127e-02  9.9872789912e-01    1.5258789062e-04
-1.4294680988e+00  8.2021196088e-01  1.4288984579e+00    5.0111808997e-01  1.4623427457e-01  5.9050742074e-02    1.5258789062e-04
-2.9042111567e+00  6.0539614006e-01 -5.7299475044e-01   -6.5944760559e-01  2.8674142386e-01  8.2295957233e-02    1.5258789062e-04
 1.7319698273e+00 -1.5203438071e+00  1.3728318423e+00   -5.6211943803e-01 -2.7728309437e-01 -1.4828559617e+00    1.5258789062e-04
-2.1002568891e+00  6.3214147698e-02  2.6618120553e-01   -5.0864521598e-02 -5.1489071456e-02  2.5543184262e-02    1.5258789062e-04
-6.9023603113e-01 -1.4604036329e-02  6.4695174017e-01   -5.4410993964e-01  2.9285884474e-01 -3.1533292460e-01    1.5258789062e-04
 1.1298853493e+01  1.1192267780e+01 -7.3400423030e+00    5.1928359179e-01 -5.6156775652e-01  3.2241022295e-01    1.5258789062e-04
-3.5534793171e-01 -1.9397551104e-01  3.2255635283e-01   -1.9890319456e+00 -3.5865335444e-01 -1.4580548359e+00    1.5258789062e-04
-1.1337100791e+00 -8.2259616073e+00  8.5530713194e-01   -8.5472753772e-01  1.4634588538e-01  4.2012073329e-01    1.5258789062e-04
-5.7410206086e-01  1.0642743646e-01 -3.4803301394e-01    6.6612893096e-01  1.4699200625e+00  6.1846518341e-01    1.5258789062e-04
 6.1514840796e-01  7.4547367428e-01 -2.4571991909e+00   -1.1409931227e-02  9.8451597928e-01  3.8356694473e-01    1.5258789062e-04
-1.9187799657e+00  1.9887723832e+00 -3.9203981010e+00   -2.9254164670e-01  1.2497627644e+00 -7.6650973294e-01    1.5258789062e-04
-1.6536900801e+00  3.8230913042e-01 -3.1487528787e+00    5.5735523384e-01  1.4821349180e-01 -6.7731416083e-01    1.5258789062e-04
 1.5363023489e+00 -3.0178299451e+00  1.9344677554e+00    3.6696318384e-01 -2.9104593149e-01  9.1759153789e-01    1.5258789062e-04
 3.7860907533e-01  8.2298830592e-01 -5.1217648041e-01   -4.2729298275e-02 -1.4454532022e-01 -3.0955808535e-01    1.5258789062e-04
 6.5665185820e-01  5.4781276664e+00  2.9426973446e+00   -2.3754489301e-01 -6.3201498389e-02 -2.5724874340e-01    1.5258789062e-04
 2.6101886757e+00 -1.1896923318e+00 -1.9368407616e+00   -8.4668950811e-01  8.8605091394e-02 -4.8957306061e-02    1.5258789062e-04
-8.4085178461e+00 -4.0912242516e-01 -5.2288792220e+00   -7.9968527480e-01  2.3608916259e-02 -5.1359377870e-01    1.5258789062e-04
 1.4411495712e+01 -2.7451114930e+01 -1.7211836929e+01   -2.6312014269e-01 -6.5303960643e-02  7.4623383974e-02    1.5258789062e-04
-2.0712920726e+00 -9.3012184460e-01 -3.7811577395e+00   -8.3407314119e-01 -1.0046447438e+00  5.6561001101e-01    1.5258789062e-04
-1.9338144281e+00  3.1007725401e+00  3.5215092779e+00    8.3343936324e-01 -2.7934060598e-01 -9.3110320200e-01    1.5258789062e-04
 1.1630857071e+00 -2.9107172384e+00 -1.1799585026e+01   -2.6314598334e-01 -3.2360907022e-01  4.4793797897e-01    1.5258789062e-04
-3.7469896467e+00 -1.5052508238e+00  1.7466845817e-01    5.5804548035e-02  9.3722276571e-01 -5.6487534808e-03    1.5258789062e-04
-1.9019553764e+00  2.5904870547e+00  2.1608571861e-01    5.9239468991e-01  2.8029296731e-01 -3.2765836107e-01    1.5258789062e-04
 2.5864683107e+00  8.5085824254e-01 -2.4124983049e-01   -4.2447315188e-01  3.0658643289e-01  2.8707235291e-01    1.5258789062e-04
-2.9422355309e-01 -1.9830427801e+00  1.8270901371e+00   -3.3348587585e-01 -8.0074530602e-01 -1.1301552727e+00    1.5258789062e-04
 2.4998050104e+00  3.5122272930e-01 -2.2705788609e+00   -2.5001677576e-01 -3.0436461870e-01 -3.1707724529e-01    1.5258789062e-04
 2.5759898793e+00  1.9590082353e+00  5.9009410348e-01   -1.3971456527e-01 -5.0485916314e-01  9.0759807675e-01    1.5258789062e-04
 1.4328968309e-01 -3.7728780154e-02  1.5475113679e-01   -4.6667968667e-01  9.1235024524e-01  1.2184592369e+00    1.5258789062e-04
 2.3282727988e-02  8.9737269665e-01 -8.8337521256e-01    7.8395371945e-01 -1.7815332912e+00  3.1843651579e-01    1.5258789062e-04
-3.2935653484e-01  1.8987494809e+00  1.1599613800e+00    5.7728311994e-02  3.6295379893e-01  2.4032465392e-03    1.5258789062e-04
-9.1189006935e-01 -9.4928310827e-01  1.1608617766e+00   -1.8762030647e-01 -2.7809975399e-01  2.3844468669e-01    1.5258789062e-04
-1.7729686214e+00  2.5382834019e+00  1.9422751484e+00    2.8088027554e-01  5.8040974344e-01  8.2243566240e-01    1.5258789062e-04
-2.1848301129e+01 -6.6339323286e+00  1.0798166315e+01    4.4886947426e-01  1.2533968350e-01  4.8243716431e-01    1.5258789062e-04
 1.1868436430e+00  3.4883710149e-01 -1.1337513496e+00    1.2544176971e-01  2.8922506333e-01  1.1838802788e-01    1.5258789062e-04
 3.1215648278e+00 -3.8728053075e+00 -1.3468495523e+00    1.1122664803e+00  2.8316780219e-02  1.4373817213e-02    1.5258789062e-04
 1.3527195724e+00 -5.2562084979e-01  1.4562176473e+00    2.2739472692e-01  4.1208212170e-01  5.2199926545e-02    1.5258789062e-04
-2.5164572293e+00 -1.2246194362e+00 -2.9786780686e+00   -4.4613688636e-01  7.8240170094e-01 -1.7935958098e-01    1.5258789062e-04
 8.8038007539e-01  2.4172548712e-01 -3.8881344581e-01   -1.2280265761e-01 -1.2677358280e-01  1.5321942373e-01    1.5258789062e-04
-3.3139328423e-01 -3.2596962165e+00 -2.5383327188e-01    3.2454798928e-01  7.4890409745e-01  1.4977930248e-01    1.5258789062e-04
-2.5219595509e+00 -6.1306910836e-01  7.9297083956e-01    3.7795694206e-01  5.8828821692e-01  5.3804787877e-01    1.5258789062e-04
-1.6902659554e+00 -2.9807183409e-01 -5.2154260404e+00    2.9587162169e-01 -2.8809009939e-01  2.9933650803e-01    1.5258789062e-04
-6.0198170205e-01  2.0337054705e-01 -9.4540622574e-01    2.1288202211e-01 -5.1445389479e-02  4.1154389825e-01    1.5258789062e-04
 1.3194966804e+00 -1.8309104623e+00 -1.4997671868e+00    2.2385400150e-01  3.4005525715e-01  2.7199689219e-02    1.5258789062e-04
 4.2956921470e+00 -4.2143078462e+00 -1.5990148150e+00    6.5876166003e-01 -2.0633242918e-02  5.9026515368e-01    1.5258789062e-04
 2.5862799923e+00 -2.0078112712e-01  2.7822461690e+00   -6.1113030728e-01  4.3078201661e-02  3.7432091435e-01    1.5258789062e-04
 1.1517548638e-01  1.2438146661e+00  3.5304875679e-01   -1.5394756012e-01 -5.0031406524e-02  6.5694215146e-02    1.5258789062e-04
 3.0343421327e+00  3.7938010996e+00  3.4945018689e+00   -1.9692098346e-02 -9.4691661032e-01 -8.4015734480e-01    1.5258789062e-04
 6.9330434737e-01 -1.3480534540e+00 -3.0720619465e-01    9.6742914498e-01 -3.4273062387e-01  3.7543005419e-01    1.5258789062e-04
-2.5594403602e-01  8.9496415092e-01 -2.6684467004e-02    2.5081264532e-01 -4.9553410635e-02 -3.0872093404e-02    1.5258789062e-04
-8.0176217145e-01 -5.1253208884e-01 -2.5392485379e-01   -2.1038639452e-01  8.2559428104e-01  9.8540017511e-02    1.5258789062e-04
-1.1483529380e+00  1.8176954815e+00 -4.2678159926e+00   -3.0343723991e-01 -3.5081137347e-01  7.6418743581e-01    1.5258789062e-04
-4.0111438110e-01 -3.7462965362e+00 -4.2854011197e+00   -1.0794910106e+00  2.8960435947e-01 -5.5625526219e-01    1.5258789062e-04
-2.5291151373e+00 -5.6767122541e-01  6.2027368094e+00   -7.4154107842e-02 -1.7403153403e-01 -9.5762653870e-01    1.5258789062e-04
 3.1949596056e+00 -2.7473646556e+00 -1.2345219845e+00    4.9576018123e-01  3.0129311437e-01 -8.5886151420e-01    1.5258789062e-04
 6.5799636061e+00  1.6851616236e+00  2.3064119010e+00    1.6258344283e-01  3.5866203823e-01  6.4390155115e-01    1.5258789062e-04
