# 球形星团 N=4096, Plummer-like 分布 (r<=2), M_total≈4101.6, 质心&总动量已归零
 0.12579392 -1.21189985 -0.12733626    0.11899599 -0.25416690  0.10354167   1.02133
 0.41753565 -1.44679973  1.16067719    0.27141739 -0.11753659 -0.00862354   1.04807
 1.69466300  0.18258884  0.95034647   -0.30408734 -0.00889855  0.01234644   1.13998
-0.94484849  1.35541691 -0.60939432   -0.03367853  0.01746469 -0.29543816   1.01961
-0.25824087 -0.15083859  0.73526056    0.05497562 -0.29344704  0.02198344   1.06765
-0.89762587  1.20001767 -1.09357639   -0.30192609  0.02816153  0.02850925   1.20937
 1.16845397  0.21310955  1.61788640    0.28534379 -0.01233054 -0.07426321   1.28072
-0.68680354 -0.61783853 -0.25348147   -0.24694429 -0.16634009  0.06175159   1.23592
-0.60225295  1.40508322 -0.23471345   -0.14141410  0.18694846  0.19304985   0.93068
-0.28835517 -0.57994965 -1.71457130   -0.11357696  0.13369579 -0.24273479   1.24212
-0.02568182  0.08703558 -1.49911062   -0.03237562 -0.27894577 -0.10422049   1.11577
-0.81473030  1.54189849  0.01392525   -0.04800894  0.25339111  0.15715140   0.75787
-1.88873739  0.36257274 -0.30543148    0.22000478  0.19710022  0.03087045   0.84290
 1.11225359 -0.42393584  1.59308862    0.20124816 -0.19975379 -0.08583198   0.84733
 0.31993131  0.31966996 -0.57625326    0.07551967 -0.28568764  0.04742474   0.84723
-0.72321233  1.79654498  0.04488859    0.08520454 -0.28622472 -0.00508975   1.02389
 0.22744581  1.42884770  1.15616040   -0.22407345 -0.07173758 -0.18866804   1.00750
-0.85762399  0.60698746  0.47013112   -0.30038188 -0.02897632  0.04188698   1.08351
 0.39598702  0.62377626 -1.01132754   -0.14106224  0.19900185 -0.17545563   1.03397
 0.78841704  0.35031283 -1.74350822   -0.23690035 -0.18043992  0.06075115   0.73017
-0.07015406 -1.64349139  1.02564589    0.25316201  0.00042169  0.15647743   1.19359
 0.38714617 -1.59201667 -0.84967558   -0.01621308  0.21082468 -0.21047246   0.83507
 1.59337738  1.00579459  0.49833795   -0.28706630  0.05286251  0.08800025   0.91417
 1.12109850  1.08681734 -0.03762447    0.02949972 -0.29623124 -0.03067912   0.73188
 1.00416449 -0.61530989  0.58126477    0.12545195  0.15453666  0.22455710   0.75748
-0.87209750 -1.18115798 -1.29897164   -0.15648220 -0.02675981  0.25980916   1.28715
 0.68745464 -1.37348962 -0.92291281    0.21063375  0.20885655 -0.00934247   1.21787
-1.79065241  0.56739165  0.41259724   -0.16810413 -0.24008315 -0.07195557   1.10702
 0.06695967 -0.57880226 -0.58031997    0.20392785  0.18067685 -0.11553503   1.15057
-1.23408765 -0.18301549 -1.02633545    0.29488830 -0.02089779  0.00053960   1.26931
 1.54677486 -0.23500730 -0.79371263   -0.24773964  0.14105970 -0.10165537   1.02654
-1.43362380  0.72001844 -0.65658393   -0.18368087  0.23859167  0.03289326   1.29480
-1.67738541  0.38580866  0.84420703   -0.16479364  0.00385883  0.25609396   0.96263
 0.60365371  0.59732357 -0.84599316    0.18427974 -0.23319674 -0.00331253   0.78879
 1.09968075 -0.68423658  0.89959100    0.28081074  0.06840480  0.06575592   0.94007
 0.28841615  1.74477620 -0.16866313    0.02194426 -0.19662525  0.22767471   1.14775
 0.87429479 -0.20935347 -0.74048026    0.17739113 -0.14878259  0.18923982   1.04742
-0.35682560  0.28355614 -1.21595206   -0.25491814  0.16495696 -0.00101621   0.76072
 0.28315115 -0.57366716 -1.87131676    0.23541412 -0.09731520 -0.14915112   0.92797
 0.23175095 -1.39084885 -0.40937165   -0.06752066  0.28010635 -0.08424491   1.09537
 0.19980775  0.27626444  1.92988557   -0.14313973 -0.22854112 -0.13347593   0.78513
 1.44614877 -0.39527463 -0.31222423    0.06036442  0.08137825  0.28401119   1.15836
 1.37540420 -0.93442781  1.08997700   -0.23925101 -0.05815229 -0.17473805   0.85706
 1.19792653  0.28060647  1.01243396    0.28388674  0.05463338 -0.05997574   0.88564
 1.17210332 -0.61686824  0.36994227   -0.17818175 -0.23855580  0.05637676   1.08263
-0.16639655 -0.20247810  1.71992670   -0.15486590 -0.23193832 -0.11385260   1.29312
 0.41408422  0.35434007 -1.38909107   -0.03880563 -0.29795724 -0.00411377   0.79310
 0.76341706 -0.57664459 -0.92481839    0.06971491  0.27443027  0.09847990   1.20140
-0.61445125  0.53642276  0.81186351   -0.13716799  0.14506888 -0.22391743   0.84706
 0.40270201  1.86486541  0.24608867    0.13487145  0.04292994 -0.25961671   1.17389
 0.52083787  1.84637636 -0.43609379    0.21064815  0.17195668  0.12173659   0.99434
-0.62456833 -0.81762276  1.41795737    0.02951487 -0.12003175  0.27546582   1.18986
 0.07752924 -1.09576643 -0.40248135   -0.06921794 -0.00746693 -0.29019882   0.74139
 0.82735358 -0.48235187 -0.29068721   -0.19696465  0.22217707  0.06211706   0.70770
-0.98693823  1.02258809 -0.67449515    0.22118716  0.00287528  0.20038419   0.82088
-0.84131214  0.27010726 -1.74285052   -0.20814646  0.21608739 -0.03954566   1.02228
-0.33292911 -1.95386478  0.13691457   -0.15318905  0.24893961  0.07927266   0.93774
-1.02043715  0.44606680 -1.24616302    0.16037369 -0.23646510 -0.08074406   1.04016
-0.33149039  0.34298499  0.87284688    0.14876271 -0.18903928  0.17816652   0.93339
 1.55607677 -0.67186503 -1.07729421   -0.29375088  0.07636298 -0.01809714   0.74284
-1.66163416  0.13790528 -0.18224038    0.10835742  0.00241476  0.28061724   0.92914
-1.26809847 -0.50486365 -0.43003986    0.13760358  0.19828463 -0.17208069   1.14627
 1.25950310  0.73723425  0.05545955    0.24623744  0.13319996  0.09980674   1.22313
 0.38728113 -1.48987328  0.78060050    0.11991661 -0.03063960 -0.26870242   0.71610
-0.78903104  1.54178147 -0.88651131   -0.03134697 -0.29745548 -0.02570384   0.70033
 0.05972642 -0.33917465 -1.55801653    0.01140168  0.19484211  0.23017103   0.71693
 1.60051453 -0.81451504 -0.78248033    0.06092551  0.29163124  0.02865132   1.00269
 0.51513562  1.57743465  1.00964236   -0.20945413  0.18754110  0.11560149   0.82353
 0.87482459  1.54306837 -0.52819139   -0.14870097 -0.16897431  0.20416778   0.95216
-1.42112234  0.41153903 -1.20037915    0.07261963  0.12594824  0.26377563   1.04453
-1.27795060  0.16128387  0.93649409   -0.27905629  0.09613162 -0.07023355   0.93053
-1.35514813  0.44062179  0.02389244    0.25626101 -0.14764854  0.01911852   0.91470
-1.36058623 -0.74971167  0.92351084    0.00494416 -0.24634656 -0.16836439   1.26565
-0.95007042  0.18426540  0.74669010   -0.00588791  0.04734342 -0.29361919   1.10367
-1.06390807 -1.65330299 -0.10837549   -0.11807412 -0.08136521  0.26804913   1.06768
-0.55464032 -0.70382430  1.53716130    0.24493659 -0.01411453 -0.16364968   1.12332
 0.32548879 -1.70109434 -0.51263761    0.08252980 -0.23674720 -0.15988168   1.00245
 0.48410448 -0.49142157  1.16647506    0.15080785 -0.23022342  0.11629008   1.26113
-0.19602879  0.96991754 -0.78997016    0.28197551 -0.03524067  0.08484374   0.88248
 0.69656720 -0.61923883  1.12496563    0.16317443 -0.07480182  0.23996221   0.89864
-0.82173506  1.22019071 -0.04093912    0.05368612 -0.00101562  0.29694112   1.26274
 0.21785967  0.83171953  1.26292021   -0.02292632  0.20829592 -0.21247152   0.90857
-1.26376253  0.07757364  1.14330143   -0.03639138  0.23810417  0.18226541   1.17756
 1.02392822 -1.00819314 -0.84619598    0.16726279  0.24343005 -0.03308049   1.24751
 0.00698196 -0.29339048  1.84901863   -0.26921635 -0.14092710  0.00064067   1.07594
 0.35263981  0.74205950  0.84281710   -0.03136946 -0.24658705  0.17135707   1.07489
 1.02778426 -0.06520682 -1.54268767   -0.12876992  0.05221633 -0.26533659   0.86935
 0.91207701 -0.80095046  0.48263378    0.24510803 -0.01086999 -0.16363599   0.74432
 1.12420554 -0.34461701 -1.50680537    0.06212318  0.01232510  0.29489164   0.76766
 0.54795825 -1.52011698  0.74304167    0.07026345 -0.26875084  0.11311445   1.25399
-0.44571635 -1.02798472  1.39258697    0.19579530  0.05680400 -0.21349275   1.18690
-1.23603598 -0.28014045  0.80616595    0.04386509 -0.14815849  0.25898675   1.04243
 0.27144646  0.82544213 -1.29866692    0.27413851 -0.09081705  0.06730116   1.07338
 1.10170065 -0.85637843 -1.13695699   -0.01442216  0.16559987  0.25255667   0.76624
 0.71845288  1.45086636  1.06803619   -0.13538817  0.26919764 -0.01636877   0.98379
 1.14592978  1.27062862  0.34027768   -0.04738621 -0.29106794 -0.05602408   1.24488
 0.06416763 -0.60206116  0.92206839   -0.02344975  0.29851844  0.02528259   0.80376
 1.37819213  0.47446533  0.92257679    0.19240973  0.19816002 -0.10693643   1.05861
-0.14741241 -0.90781255  1.27672026    0.25022447 -0.00592427  0.16118158   1.24973
-1.49611393 -0.65180138 -0.51598455    0.26592176  0.03400105 -0.12300940   0.91654
 1.44054625  0.57021263 -0.26428018    0.26469198  0.09618292 -0.08875143   0.79485
 0.29137730  0.83533103 -1.66770636    0.16590588 -0.23475094 -0.07421570   1.03924
-0.37890713  0.64276457  0.14025355    0.01406433  0.13483379  0.26996457   0.76589
-1.10622251 -0.78388347  1.26966381   -0.29946775  0.01661029  0.05404417   1.16429
 0.64444517 -0.16933927 -1.69384782   -0.03925255 -0.25866331  0.15055078   0.70977
 1.16934737  0.30514291  0.82696243   -0.01891797  0.28691379 -0.08375732   0.92474
 0.73662133 -0.04177165 -1.82682054    0.14183592 -0.17891386 -0.18874080   1.12598
 0.18562609  0.07800893 -1.19415938    0.17622051 -0.21602172 -0.10095038   1.22257
-0.08873060  0.57138018  1.14392446    0.11556631 -0.25126694  0.11435730   0.90795
-0.68186891 -0.61272807 -0.26598862    0.24432471 -0.16445124 -0.03067709   1.09812
 1.30853084 -1.06212941  0.95991560   -0.21815058 -0.21017991  0.01408854   1.23347
 1.78514859 -0.60525248  0.39348751    0.11463515  0.13703250  0.24147516   0.86003
-0.11668215  1.38902972 -0.46859442   -0.15351658  0.20750887  0.15974910   0.92676
-0.71111780 -0.15780568  0.48076487    0.17387192 -0.18256066  0.16042719   1.10898
-0.27162970 -0.44169632 -1.35372596   -0.06475806  0.29159553  0.03890862   0.87834
-0.75111533 -1.70926775 -0.05762558   -0.03196111 -0.04528708 -0.29266352   0.93088
-0.28444048 -1.22630365  0.80385133    0.22147436 -0.17365742  0.09663480   0.84494
 0.50005043  0.46612528 -1.53644753    0.12965554 -0.26189622  0.06138373   0.84314
 0.42606123 -0.86777474 -1.69752191   -0.22530186  0.03587771 -0.19714411   1.10023
 0.44469678  0.87825664  1.38573696    0.27148908 -0.11259044 -0.03238259   0.88637
-0.60419904  1.03917274 -1.18583441   -0.03177155 -0.07714473 -0.28600312   0.77230
 0.65173863  1.07446406 -0.28768639   -0.25494294  0.07776342 -0.14287382   1.07166
 1.10881655  0.07616489 -1.49556981    0.12708517  0.26962509  0.00604830   0.89060
 0.66097783 -0.63923263 -1.34859849    0.10821110  0.18209645  0.21275633   0.79559
 0.81266911 -0.66439396 -0.56486156    0.07902706  0.19320040  0.21641770   0.95523
 0.96213778  1.73285920 -0.11943968    0.13900603  0.22217048  0.14430092   0.83822
-0.48159820  1.57082306 -1.00033718   -0.24453418 -0.17980318  0.00173478   1.05906
-1.32736119 -0.83285671  0.18154279   -0.12879458  0.17007760 -0.21089961   1.17036
 0.16087128 -0.21726690  1.95660969   -0.04492649  0.01654034  0.29940079   1.19624
 0.82916693 -1.62133055 -0.26407734    0.23388028 -0.18217338  0.00982664   0.90049
 0.84143267 -0.28849752  0.04549297    0.10392770  0.16699742  0.22706321   0.71317
 0.40792768  1.23145140 -0.56474695    0.04088052  0.12500207  0.27154357   1.22850
 0.53490740 -1.35396921  0.39957605    0.05129308  0.25153918  0.15630714   0.94224
-0.77836640  0.98221481 -1.15956061   -0.11590099 -0.07567027 -0.26541212   1.25530
-0.47998940  0.63466902 -0.85174958    0.18625412  0.22912369 -0.03137217   0.93547
 0.11063893  0.90063751  0.22312620    0.05679306  0.19956337 -0.21285300   1.10788
-0.15741415  1.47389932 -0.98334588    0.07303924 -0.15065392  0.25023348   0.85554
-0.47687390  1.61636089 -0.14557298   -0.18023673 -0.22350063 -0.09292328   0.80249
 0.67442644 -0.74775665  0.19868319   -0.29018493 -0.02265095  0.09094056   1.00781
-0.98656280 -0.27845493  0.89789895   -0.26648602 -0.13293521  0.06287371   1.18137
-1.60675826 -0.95191494  0.33489237    0.17203336 -0.22783912 -0.08090579   1.08572
 1.51898042  0.37540877 -1.25954510   -0.12662967  0.27276191 -0.02281723   0.93502
-0.11659012 -0.83499327 -0.69282900    0.00603655  0.16394164  0.25363256   1.21536
-1.31149614  1.11631267  0.40749121    0.09607055  0.24310019  0.14685524   1.07241
-1.01374139 -1.03926580  0.11922429   -0.03319539 -0.29439093  0.05274015   1.22272
 0.21705291 -1.64308169  0.26882930   -0.15614437  0.05235663  0.25603942   0.73621
 0.00993016  1.29522541  0.24460746    0.20153123 -0.07581419 -0.20197310   1.01851
 0.81818876  0.89377867 -0.78186982   -0.03385745 -0.22224627 -0.19674445   0.78131
-0.80279309 -0.69053683  1.32223839    0.03734582 -0.22811076 -0.18773097   0.79376
 1.29364361 -0.37974138  0.18466122   -0.23813619 -0.10631372 -0.15248859   0.87663
 0.76688154 -1.41504838  0.65014317    0.25205853  0.15310974 -0.02555606   1.07774
-1.41490123 -1.28003432  0.28016669    0.10602051  0.06201156 -0.26934995   0.74856
 0.97734098 -1.04949470 -0.43187448   -0.18735206  0.09146686 -0.21681823   1.15246
 0.24472676  1.63356209  0.79124891   -0.16001731  0.08431390 -0.23959251   1.16821
 0.74081578 -1.68157498  0.56637806   -0.16458083 -0.06982145 -0.24123257   0.95536
 0.14149478  0.24864653 -1.90676006   -0.04176488 -0.12270001 -0.26858686   1.19071
 1.25720130 -0.94080470 -0.24481774   -0.06909356  0.29122725  0.03407152   0.94194
 0.09251515 -1.02451574  1.67972470    0.05315373 -0.05878232  0.29112296   0.80185
-0.53013992 -1.65305250  0.53864348    0.01881071  0.02407573  0.30074606   0.79077
 0.25891574  1.18129478 -1.13441475   -0.08484160  0.26849668 -0.10428051   1.03792
-0.84770615 -1.63515387 -0.63035243   -0.12932071 -0.27220833 -0.01470530   0.73771
-1.02129380  1.03925328 -1.23808806    0.23928844 -0.15407758  0.08563377   1.19905
 0.17719635  0.43377794 -0.06156476   -0.09691668  0.27982377  0.05852993   0.98351
 0.16024338 -1.01166220 -1.37808802    0.25537856  0.00660139 -0.14732924   1.04559
 0.37187779  1.91463374  0.09189288    0.20540053 -0.17934555 -0.11500334   0.83138
 1.28757327 -0.00573480 -1.48721208   -0.02371389  0.24673806  0.17214062   1.29214
-0.46342836 -1.87396657  0.46681995   -0.24418382 -0.17499275 -0.04069187   0.73212
 0.35187099  0.20646706  1.86652945   -0.13784470 -0.13456590 -0.22994109   0.96304
 1.61598463  0.67032704  0.35183437   -0.06803008 -0.10292913  0.27712761   0.91013
 1.38791110 -0.76609959 -1.04932061   -0.25349157 -0.11760120  0.12142357   0.99108
 0.41386929  0.44607116  1.78107586   -0.13791482 -0.25653340 -0.07717247   1.18610
 0.94567606 -1.09037717 -1.15411537   -0.10770518  0.20002772  0.20087276   0.93782
 0.01303506  0.32426609  1.93875751   -0.30227070 -0.03099814 -0.01468504   0.78917
-0.23036405 -0.64466192  1.86232293    0.10072400  0.09571337 -0.26156236   1.10717
-1.19280127  0.83718071 -0.21318015    0.13470915 -0.24915859  0.09525834   1.23905
-0.35762906  1.84511310 -0.54866319    0.01751613  0.22810894  0.19621284   1.18005
-0.68941094  0.77344224  0.28416702   -0.08105431  0.01870367 -0.28681547   0.90293
 1.84612222  0.52138048  0.42120730   -0.19511617  0.22814225  0.04214525   0.93830
-0.58055178 -0.10198535  0.71769275   -0.15197130  0.10127894  0.24335444   1.15414
-0.36103712 -0.42845201  0.41935566    0.12204799  0.21922498 -0.15847614   1.04985
 0.74987391  1.68871058  0.35732640   -0.27836325 -0.03592988  0.11941248   1.24867
-0.30502544 -1.66183314 -0.22385357    0.12440324 -0.27049589 -0.01338371   0.81193
 1.47840601 -1.11596329  0.47924638   -0.22417851 -0.19469132 -0.05893532   0.82690
 1.89770763 -0.49863842 -0.03774025    0.12186362 -0.26891028 -0.03932351   0.83496
 0.28661030  0.41081402  1.86486388    0.10333334 -0.10322848 -0.25766450   1.16105
-0.65862036 -1.02335190 -1.17778565    0.26854849  0.12453046  0.00295615   1.13768
 0.11507601  0.98703751  1.19959021   -0.11298811  0.27090650  0.07193300   0.92373
-0.35095143 -1.79294496 -0.65728025   -0.18017827  0.23817377  0.05119303   0.71619
-0.15426410  1.02014744 -0.42349638    0.01701059 -0.16157694  0.25448912   1.02724
-1.01050339  0.72971029  1.12973760   -0.03441627 -0.07254382 -0.28693134   1.08739
-0.18027490 -1.54494433 -0.83702714    0.17615841 -0.18961845  0.14909974   1.27364
 1.25911141 -1.31218755 -0.76176787   -0.21870454  0.02795989  0.21065619   0.80810
-0.91207147  1.28528402  0.50399013   -0.14671932  0.17585866 -0.19437950   0.76460
-0.26242379  1.69577594  0.60582221    0.11241920 -0.27634291  0.00128777   1.02967
-1.29429003  1.16637217  0.29940479   -0.21912332  0.11898767  0.17501663   1.24788
 1.19283552 -0.78551637  1.16810355   -0.07381348 -0.22362008 -0.18494662   0.94024
-0.10850354  0.44492447  1.33175261   -0.01602993 -0.23954526 -0.17763349   1.00877
-0.54277249  0.33193119 -0.90049444   -0.12299229  0.26423354  0.08073634   1.29230
 0.06960739  0.28749512 -1.61847442   -0.16181650  0.03427082  0.25567102   1.21661
 1.62737602 -0.77195763  0.61095277   -0.28450834  0.09736871 -0.04258071   0.90767
 1.30160063  0.30040693  1.23697072    0.01506509 -0.28580776  0.09174838   1.01663
 0.98976716  1.24484736  0.42444615    0.13037066 -0.01081271 -0.26520281   0.74488
 0.28304002 -1.09835955  1.55921911    0.01157127  0.14416197  0.26521491   1.01348
 1.19448425  0.47674640 -1.27722293   -0.30029436  0.01319475  0.05013687   0.96795
-0.81734370  0.63573706 -1.02368027   -0.04737732 -0.07966605  0.28863403   1.10025
 1.19122821  0.12215869  0.85511370   -0.24621560  0.16882814  0.05744122   1.13372
-0.90481924  1.61731346  0.10405616   -0.20542521  0.20966927  0.07752796   1.24305
 0.22084540  1.74175124 -0.39501247    0.18528446 -0.02038194  0.23416183   0.94793
 1.68913875  0.58775391  0.51092661   -0.06398597  0.16647688  0.24495202   1.08106
-1.13232404  0.38209008 -0.25104110    0.07839092 -0.25708472 -0.12801716   0.77595
-0.88364821 -0.56966495 -1.66733332   -0.09753678 -0.04508777 -0.27896897   0.87703
 0.40036532 -1.43537579  0.70635666   -0.06977168  0.29174338 -0.02188704   0.90971
-1.13108606 -0.73754916 -1.22212966    0.02499975 -0.06627761 -0.28849694   1.05186
 0.78197737 -0.93159531  0.84523244   -0.07910214 -0.25166716  0.14783060   1.20060
-1.09141742  0.50688847  1.19755374   -0.28854572 -0.01301855 -0.09266824   1.27030
-0.86639659 -0.08391132 -0.84243174   -0.10512920  0.11246673 -0.25660805   1.22650
-0.73556234 -0.20836215  1.70930617    0.22219593  0.09323093  0.17573352   1.16169
-0.49623809  1.02670252 -1.59709382   -0.18016546 -0.10256373  0.22302895   0.85320
-0.81580091 -1.46454642  0.09318242   -0.09174580  0.19664291 -0.20641149   0.71115
-0.74961849  1.74314178 -0.57835877    0.13360379 -0.23680467 -0.11941817   1.01953
-1.60712482  1.02693586  0.33116344   -0.30209523 -0.00500250 -0.03397540   1.29977
-1.12338894  0.88903976 -1.35136116   -0.03506905  0.00947798  0.30089010   0.98969
 0.41587953 -0.94408661  1.38226714    0.20418085 -0.20163640 -0.07388731   1.09855
-1.40728463 -1.24406517 -0.34053393   -0.00259601 -0.01685597 -0.29690637   0.72905
 1.67152888 -0.04494169 -0.23058644    0.21258140 -0.10334868  0.18220190   1.27876
 1.01879708  0.43425532 -1.55551081    0.15651377  0.08544070  0.24096688   1.24964
 1.13162011  0.18659419 -1.64684095    0.06777800 -0.11807036  0.26880450   1.11168
-1.45679883  0.58921277 -0.31352040    0.24611285  0.04892516 -0.15505447   1.04662
 0.64694465  0.96947079 -0.45673966   -0.06404377 -0.28694393  0.06673891   1.17891
-1.84964757 -0.00730680  0.31970704   -0.30144684  0.04064333 -0.00719657   1.18442
-1.54802343  1.14298516  0.08411183    0.21861242  0.00890510 -0.19787467   1.07772
 1.03271622  1.37642095  0.69249990   -0.07050549  0.02034668  0.29452690   1.19695
-1.39003665 -0.59399703 -0.12965920   -0.02755093 -0.26952852 -0.12709827   1.23956
-1.48384914  0.86760237  0.38576389   -0.23918095  0.14512310  0.12009657   1.08362
 0.11239155  1.36837870  0.50416165    0.12935902  0.23191094  0.13798487   0.89920
-0.66099814  0.55295382  1.04590492    0.25317550 -0.13770448 -0.06600323   1.17950
-0.88755434  0.35968021  1.08144054    0.16634088  0.03488643 -0.24159227   0.87150
 0.79365175  0.42720034 -1.13204501    0.25451197 -0.10880340  0.10816980   1.02206
 0.08250405 -0.23991494 -1.84295069    0.08181946  0.27971942  0.06833187   0.99554
 0.25526321  1.45692557 -0.74489933    0.11228260  0.23092444  0.15446192   0.80680
-0.29857327 -1.43909652 -0.63657128    0.09825652 -0.15010366  0.24123610   0.88671
-0.84154638 -0.01212802  1.64358750   -0.02793412 -0.08459155 -0.28425039   1.02607
 0.01152395 -1.75822095 -0.45892784   -0.28744816  0.01021189 -0.09620790   0.72752
 0.50470018  0.90590844 -1.31295223    0.19538502  0.22352013 -0.00865868   0.74016
-1.13921406  0.77261618  0.65991162    0.27398421  0.08043114 -0.07512467   0.82257
 0.16477145 -0.71889703 -1.44417862    0.23424119 -0.18132564 -0.01109679   0.78804
 0.98775677  1.27058469 -0.04322343    0.07076063  0.29041722  0.00442941   1.21037
-1.30537926 -0.05112008 -0.08317857   -0.21946894 -0.20117763 -0.05456086   0.73835
 0.99272635 -0.43745845  0.55624494   -0.03854417 -0.29801960  0.00771948   0.74566
 0.45302359  1.15468751 -1.37908878   -0.18023118 -0.17397204  0.17236308   1.21607
 0.48702178 -1.48984100  0.83176838   -0.19916654 -0.06306189  0.22189159   1.27298
 0.65480853  1.72767067  0.22804427   -0.30029343  0.04925930  0.00493316   0.76424
-0.50176947 -0.79232133  1.50924678    0.23354842 -0.08438281 -0.15947638   0.70389
-0.92609118 -1.21026884 -0.29797781    0.08260339  0.03973845  0.28696381   1.17258
 1.90819771  0.30419923 -0.56064835    0.04483818  0.23693612  0.17990571   0.96475
-1.24510930 -0.79493207  0.50846735   -0.20456679  0.01726730  0.22538262   0.89722
-1.54973460  0.71015080  0.97586436   -0.26982911  0.12259963 -0.06447162   0.76296
-1.17462155  0.43556207 -0.48850063    0.25448798  0.12844301 -0.07792954   0.78210
-1.24039345 -0.52494319 -1.33476842    0.28843385 -0.00702932 -0.06229016   0.80734
 0.17691477  0.32535128 -1.33851450   -0.00995580 -0.09432481 -0.28212073   1.22440
-1.73628608  0.23027953 -0.67071148    0.06657621  0.19201021 -0.21668327   1.28493
-0.02908882 -1.02747305  1.41480050    0.20002273  0.06859421 -0.20598374   1.27108
 0.59645685 -1.49120851  0.26955344   -0.08821458  0.22733944  0.17947974   1.16853
-0.05861009  1.72445598 -0.09983360   -0.20320750  0.06651917 -0.21195293   0.92364
 0.00342580  1.04992001  0.34424214   -0.20145368  0.09244175  0.20904300   0.79253
-1.35192023 -1.16675161 -0.75914852    0.14456166  0.13657579  0.22433627   0.87471
 0.39462695  0.45882835 -1.32063853    0.23422146  0.14294418  0.11501385   1.21747
 0.51073635 -1.52689378  1.08006732    0.29338310  0.00882922 -0.03289253   1.16684
-0.40634273 -1.50795588  0.97187410    0.14369351 -0.25985327  0.02626750   0.88382
 0.92897598 -0.80931127 -0.60770812   -0.30310145 -0.01260890 -0.02198135   1.08356
 1.32521107  1.17734129 -0.12674298   -0.28542440 -0.09324277  0.05079104   1.15132
 1.60599731  0.32958532  0.69129670   -0.12706271  0.16259344  0.22285733   0.85072
-1.19947179 -0.48444375 -0.75946192    0.12816125 -0.22310278 -0.14793589   0.97876
 0.85308304  1.47111675  0.96845481   -0.12101314 -0.20886332  0.18366360   1.26234
 1.06546428 -1.42159211  0.13874395   -0.00572377  0.22083844 -0.20041622   0.73598
 0.45410330  0.00240862  0.75914080   -0.30213424 -0.00631249 -0.03345221   0.92544
 0.43049435  0.78933106  1.38613064    0.05643878  0.27860754 -0.09050159   1.04537
 0.18399034  0.77459251 -1.38084193   -0.07702835  0.29084950 -0.00831171   0.86450
-1.47341678 -0.54082438 -0.78288171   -0.25467051 -0.16432580 -0.01622981   0.88871
 0.67196447 -1.19006987 -0.90960707   -0.26652781  0.12253838  0.08171931   1.13882
 1.27387290 -0.30693204  0.09075459    0.00137849 -0.28866801 -0.07891087   1.06936
-0.03510286 -0.96756741 -1.73177517    0.25337703  0.14983254  0.03591042   1.14432
-0.47668101 -0.78528933  1.54458887    0.09547346  0.26957258  0.08836069   1.04454
-0.01392862  0.63011968 -1.81692413   -0.15628257 -0.14506733  0.21682211   1.04963
-0.13400458  1.08476450  1.21839224   -0.20869194  0.21840299  0.02604102   0.77888
-1.55297874 -0.10229028 -0.43778559   -0.00934853  0.26444547  0.14416302   0.91466
-1.15292536 -0.51580992  0.19980470    0.08212292 -0.15147432  0.24670128   0.76221
 0.74576073 -0.72925729 -1.63291754    0.04199714  0.28490085 -0.07906838   0.91854
 0.18405687  1.18363131 -0.75396515   -0.16267723  0.25327055  0.03067310   0.80572
-0.25706908 -0.33800691  0.65075639    0.01602534  0.29598326  0.04698399   1.20092
-0.87206406 -1.34401233 -0.92145356    0.20662749 -0.05492211  0.20867942   0.70663
-0.44716294 -1.56153451  0.84843231   -0.04788129  0.08608817 -0.28145081   1.28974
-0.08528227 -1.85548689 -0.62752343    0.08115280  0.09686806 -0.26812128   1.21632
-0.01736684 -1.10012315 -0.97260731   -0.17669446  0.00995859  0.24798675   1.02855
 1.10363511 -1.53801786 -0.37249991    0.29192722 -0.03874790  0.02914268   1.22346
-0.11561871  0.28770684  1.19269768   -0.02694417 -0.06073612 -0.29030740   1.13643
 0.22377931 -1.12431351  1.34228317    0.18334237 -0.16878185 -0.15949385   0.73846
 0.08175867 -0.97554963  1.39395663   -0.22233906  0.13349089 -0.15444695   0.75830
-0.22637675  0.36978183 -1.92073376   -0.19730776  0.12367050 -0.19098085   0.73301
 0.36263829  1.12509182  1.04054033   -0.06178669 -0.23550662 -0.17415564   1.16969
 1.37700934 -1.08483609  0.82637638    0.02183785 -0.28815304 -0.07669081   0.89138
-1.35600686 -0.36283652  0.28744040    0.26478215 -0.13145130 -0.01405917   1.07621
 0.03488536 -1.48647023 -1.05307719   -0.19507591  0.14999084 -0.17382734   1.07492
 1.36506918 -1.15071506 -0.10357512    0.25992764  0.06512168 -0.12348118   0.85145
 1.09075150 -0.69343353  1.40173897   -0.00467973 -0.24860141 -0.16532778   0.71660
-0.60579904 -0.30813925  0.35978811    0.04069623 -0.07699100 -0.28381650   1.13851
 0.34113112  0.88717717 -0.72687217   -0.27459457  0.07063726 -0.10688620   1.10042
-1.19891111 -0.23090655  1.41243995   -0.09564892  0.07384218  0.27868498   1.07104
 0.98304197 -0.94688010  0.60851715   -0.21110552 -0.05963667  0.21168117   1.03641
-1.24984725 -0.26025702 -1.24278995    0.28559266 -0.03917678 -0.06359712   0.89618
-0.90635578 -0.96427099  0.88271935   -0.08801506 -0.27599312  0.08532510   0.91845
-0.42335642  0.41773000 -1.69279488    0.16604292 -0.16245815  0.18854390   0.73853
-0.60423946  1.07979014  0.35486873    0.19568340  0.21276674  0.07116960   0.83197
